cik,company,ticker,exchange,sic,industry,hq_country,segment,naics
0001370946,Owens Corning,OC,NYSE,3290,"Abrasive, Asbestos & Misc Nonmetallic Mineral Prods",USA,public,
0001687277,"ReTo Eco-Solutions, Inc.",RETO,Nasdaq,3290,"Abrasive, Asbestos & Misc Nonmetallic Mineral Prods",USA,public,
0001624794,"CSW INDUSTRIALS, INC.",CSW,NYSE,2891,Adhesives & Sealants,USA,public,
0000039368,FULLER H B CO,FUL,NYSE,2891,Adhesives & Sealants,USA,public,
0000005981,AMERICAN VANGUARD CORP,AVD,NYSE,2870,Agricultural Chemicals,USA,public,
0001769484,Bioceres Crop Solutions Corp.,BIOX,Nasdaq,2870,Agricultural Chemicals,USA,public,
0001324404,"CF Industries Holdings, Inc.",CF,NYSE,2870,Agricultural Chemicals,USA,public,
0001425292,"CVR PARTNERS, LP",UAN,NYSE,2870,Agricultural Chemicals,USA,public,
0001705843,"Cibus, Inc.",CBUS,Nasdaq,2870,Agricultural Chemicals,USA,public,
0001574565,Evogene Ltd.,EVGN,Nasdaq,2870,Agricultural Chemicals,USA,public,
0002092967,Fort Technology Inc,FRTT,Nasdaq,2870,Agricultural Chemicals,USA,public,
0000941221,ICL Group Ltd.,ICL,NYSE,2870,Agricultural Chemicals,USA,public,
0001285785,MOSAIC CO,MOS,NYSE,2870,Agricultural Chemicals,,public,
0001725964,Nutrien Ltd.,NTR,NYSE,2870,Agricultural Chemicals,USA,public,
0000825542,SCOTTS MIRACLE-GRO CO,SMG,NYSE,2870,Agricultural Chemicals,USA,public,
0001680378,"SenesTech, Inc.",SNES,Nasdaq,2870,Agricultural Chemicals,USA,public,
0002096300,AEVEX Corp.,AVEX,NYSE,3721,Aircraft,USA,public,
0001927958,"AIRO Group Holdings, Inc.",AIRO,Nasdaq,3721,Aircraft,USA,public,
0001368622,AeroVironment Inc,AVAV,Nasdaq,3721,Aircraft,USA,public,
0000008504,AgEagle Aerial Systems Inc.,UAVS,NYSE,3721,Aircraft,USA,public,
0001824502,Archer Aviation Inc.,ACHR,NYSE,3721,Aircraft,,public,
0001824502,Archer Aviation Inc.,ACHR-WT,NYSE,3721,Aircraft,,public,
0001784570,"BETA Technologies, Inc.",BETA,NYSE,3721,Aircraft,USA,public,
0000012927,BOEING CO,BA,NYSE,3721,Aircraft,USA,public,
0000012927,BOEING CO,BA-PA,NYSE,3721,Aircraft,USA,public,
0001638911,DUKE Robotics Corp.,DUKR,Nasdaq,3721,Aircraft,USA,public,
0001638911,DUKE Robotics Corp.,DUKRW,Nasdaq,3721,Aircraft,USA,public,
0001786286,Draganfly Inc.,DPRO,Nasdaq,3721,Aircraft,USA,public,
0001355444,EMBRAER S.A.,EMBJ,NYSE,3721,Aircraft,,public,
0001823652,"Eve Holding, Inc.",EVEX,NYSE,3721,Aircraft,,public,
0001823652,"Eve Holding, Inc.",EVEX-WT,NYSE,3721,Aircraft,,public,
0001819848,"Joby Aviation, Inc.",JOBY,NYSE,3721,Aircraft,USA,public,
0001819848,"Joby Aviation, Inc.",JOBY-WT,NYSE,3721,Aircraft,USA,public,
0001898643,Mobilicom Ltd,MOB,Nasdaq,3721,Aircraft,USA,public,
0001898643,Mobilicom Ltd,MOBBW,Nasdaq,3721,Aircraft,USA,public,
0001930021,New Horizon Aircraft Ltd.,HOVR,Nasdaq,3721,Aircraft,USA,public,
0001930021,New Horizon Aircraft Ltd.,HOVRW,Nasdaq,3721,Aircraft,USA,public,
0001867102,Vertical Aerospace Ltd.,EVTL,NYSE,3721,Aircraft,USA,public,
0000001750,AAR CORP,AIR,NYSE,3720,Aircraft & Parts,USA,public,
0000217346,TEXTRON INC,TXT,NYSE,3720,Aircraft & Parts,USA,public,
0000046619,HEICO CORP,HEI,NYSE,3724,Aircraft Engines & Engine Parts,USA,public,
0000046619,HEICO CORP,HEI-A,NYSE,3724,Aircraft Engines & Engine Parts,USA,public,
0000773840,HONEYWELL INTERNATIONAL INC,HON,Nasdaq,3724,Aircraft Engines & Engine Parts,USA,public,
0000773840,HONEYWELL INTERNATIONAL INC,HONIV,Nasdaq,3724,Aircraft Engines & Engine Parts,USA,public,
0002089271,Honeywell Aerospace Inc.,HONAV,Nasdaq,3724,Aircraft Engines & Engine Parts,USA,public,
0000101829,RTX Corp,RTX,NYSE,3724,Aircraft Engines & Engine Parts,USA,public,
0000090168,SIFCO INDUSTRIES INC,SIF,NYSE,3724,Aircraft Engines & Engine Parts,USA,public,
0002025410,"StandardAero, Inc.",SARO,NYSE,3724,Aircraft Engines & Engine Parts,USA,public,
0000808439,TAT TECHNOLOGIES LTD,TATT,Nasdaq,3724,Aircraft Engines & Engine Parts,,public,
0001009891,AIR INDUSTRIES GROUP,AIRI,NYSE,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0000008063,ASTRONICS CORP,ATRO,Nasdaq,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0002118195,"Applied Aerospace & Defense, Inc.",AADX,NYSE,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0002093536,"Arxis, Inc.",ARXS,Nasdaq,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0000889348,CPI AEROSTRUCTURES INC,CVU,NYSE,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0000030305,DUCOMMUN INC /DE/,DCO,NYSE,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0001759783,EHang Holdings Ltd,EH,Nasdaq,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0001027664,ELBIT SYSTEMS LTD,ESLT,Nasdaq,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0002028935,FACT II Acquisition Corp.,FACT,Nasdaq,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0002028935,FACT II Acquisition Corp.,FACTU,Nasdaq,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0002028935,FACT II Acquisition Corp.,FACTW,Nasdaq,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0002040127,Karman Holdings Inc.,KRMN,NYSE,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0002000178,Loar Holdings Inc.,LOAR,NYSE,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0000076267,PARK AEROSPACE CORP,PKE,NYSE,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0001916241,ParaZero Technologies Ltd.,PRZO,Nasdaq,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0001260221,TransDigm Group INC,TDG,NYSE,3728,"Aircraft Parts & Auxiliary Equipment, NEC",USA,public,
0001988894,"Amer Sports, Inc.",AS,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0002000230,BrilliA Inc,BRIA,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,,public,
0001060822,CARTERS INC,CRI,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001050797,COLUMBIA SPORTSWEAR CO,COLM,Nasdaq,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001690511,Canada Goose Holdings Inc.,GOOS,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001877787,Ermenegildo Zegna N.V.,ZGN,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001846576,"FIGS, Inc.",FIGS,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0000821002,G III APPAREL GROUP LTD /DE/,GIII,Nasdaq,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001061894,Gildan Activewear Inc.,GIL,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001696558,"Jerash Holdings (US), Inc.",JRSH,Nasdaq,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0000094845,LEVI STRAUSS & CO,LEVI,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001922097,Lanvin Group Holdings Ltd,LANV,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001922097,Lanvin Group Holdings Ltd,LANV-WT,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001916331,Neo-Concept International Group Holdings Ltd,NCI,Nasdaq,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001849221,Perfect Moment Ltd.,PMNT,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001897532,"Ping An Biomedical Co., Ltd.",PASW,Nasdaq,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0000095574,"SUPERIOR GROUP OF COMPANIES, INC.",SGC,Nasdaq,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001653909,"Smartbird, Inc.",BIRD,Nasdaq,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001336917,"Under Armour, Inc.",UAA,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001336917,"Under Armour, Inc.",UA,NYSE,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001397187,lululemon athletica inc.,LULU,Nasdaq,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,USA,public,
0001851491,AMASS BRANDS,AMSS,Nasdaq,2080,Beverages,USA,public,
0001565025,AMBEV S.A.,ABEV,NYSE,2080,Beverages,USA,public,
0001891101,BRC Inc.,BRCC,NYSE,2080,Beverages,USA,public,
0000014693,BROWN FORMAN CORP,BF-A,NYSE,2080,Beverages,USA,public,
0000014693,BROWN FORMAN CORP,BF-B,NYSE,2080,Beverages,USA,public,
0002079720,"BUDA JUICE, INC.",BUDA,NYSE,2080,Beverages,USA,public,
0000021344,COCA COLA CO,KO,NYSE,2080,Beverages,USA,public,
0000016918,"CONSTELLATION BRANDS, INC.",STZ,NYSE,2080,Beverages,USA,public,
0000835403,DIAGEO PLC,DEO,NYSE,2080,Beverages,USA,public,
0001788230,"IP STRATEGY HOLDINGS, INC.",IPST,Nasdaq,2080,Beverages,USA,public,
0001924482,Innovation Beverage Group Ltd,IBG,Nasdaq,2080,Beverages,USA,public,
0001418135,Keurig Dr Pepper Inc.,KDP,Nasdaq,2080,Beverages,USA,public,
0001843165,LQR House Inc.,YHC,Nasdaq,2080,Beverages,USA,public,
0000077476,PEPSICO INC,PEP,Nasdaq,2080,Beverages,USA,public,
0002042694,Primo Brands Corp,PRMB,NYSE,2080,Beverages,USA,public,
0001553788,"SPLASH BEVERAGE GROUP, INC.",SBEV,NYSE,2080,Beverages,USA,public,
0001471727,"SRx Health Solutions, Inc.",SRXH,NYSE,2080,Beverages,USA,public,
0001934114,"SUJA LIFE, INC.",SUJA,Nasdaq,2080,Beverages,,public,
0001482981,"Vita Coco Company, Inc.",COCO,Nasdaq,2080,Beverages,USA,public,
0000838875,WILLAMETTE VALLEY VINEYARDS INC,WVVI,Nasdaq,2080,Beverages,USA,public,
0000838875,WILLAMETTE VALLEY VINEYARDS INC,WVVIP,Nasdaq,2080,Beverages,USA,public,
0001806347,Westrock Coffee Co,WEST,Nasdaq,2080,Beverages,USA,public,
0001650648,"4D Molecular Therapeutics, Inc.",FDMT,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001368514,"ADMA BIOLOGICS, INC.",ADMA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001098972,AGENUS INC,AGEN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000946644,AIM ImmunoTech Inc.,AIM,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000318154,AMGEN INC,AMGN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001314052,ANAVEX LIFE SCIENCES CORP.,AVXL,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001697862,ARGENX SE,ARGX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001576885,"Acumen Pharmaceuticals, Inc.",ABOS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001478320,Adaptive Biotechnologies Corp,ADPT,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0002020932,Agomab Therapeutics NV,AGMB,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001653087,"Alector, Inc.",ALEC,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001799448,"Aligos Therapeutics, Inc.",ALGS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001737287,"Allogene Therapeutics, Inc.",ALLO,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001655923,Alpha Cognition Inc.,ACOG,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001898416,Alvotech,ALVO,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001898416,Alvotech,ALVOW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001974640,"Apogee Therapeutics, Inc.",APGE,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0000921114,"Armata Pharmaceuticals, Inc.",ARMP,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001817241,"Artiva Biotherapeutics, Inc.",ARTV,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001604464,"Atara Biotherapeutics, Inc.",ATRA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001501796,"Aura Biosciences, Inc.",AURA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001730463,Autolus Therapeutics plc,AUTL,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000842023,BIO-TECHNE Corp,TECH,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000882796,BIOCRYST PHARMACEUTICALS INC,BCRX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000875045,BIOGEN INC.,BIIB,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001745999,Beam Therapeutics Inc.,BEAM,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001826892,"BioAtla, Inc.",BCAB,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000925741,"BioCardia, Inc.",BCDA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001776985,BioNTech SE,BNTX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001739174,BiomX Inc.,PHGE,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001701541,"Black Diamond Therapeutics, Inc.",BDTX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0002000775,Black Hawk Acquisition Corp,BKHA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0002000775,Black Hawk Acquisition Corp,BKHAR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0002000775,Black Hawk Acquisition Corp,BKHAU,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001662579,"C4 Therapeutics, Inc.",CCCC,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000725363,CEL SCI CORP,CVM,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001991792,"CG Oncology, Inc.",CGON,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000771856,"CHAMPIONS ONCOLOGY, INC.",CSBR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001455365,COGNITION THERAPEUTICS INC,CGTX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001119774,COMPUGEN LTD,CGEN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001187953,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",CELZ,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001674416,CRISPR Therapeutics AG,CRSP,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001108205,CURIS INC,CRIS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001759138,"Cabaletta Bio, Inc.",CABA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001855485,"Calidi Biotherapeutics, Inc.",CLDI,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001841387,"Candel Therapeutics, Inc.",CADL,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001213037,"Cardiff Oncology, Inc.",CRDF,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001702123,Cardiol Therapeutics Inc.,CRDL,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001619856,"Caribou Biosciences, Inc.",CRBU,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001627281,Cellectis S.A.,CLLS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001850119,"Century Therapeutics, Inc.",IPSC,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001512762,"Coherus Oncology, Inc.",CHRS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001738021,"Compass Therapeutics, Inc.",CMPX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001789972,"Cullinan Therapeutics, Inc.",CGEM,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001613780,DBV Technologies S.A.,DBVT,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001213809,DYADIC INTERNATIONAL INC,DYAI,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001714899,Denali Therapeutics Inc.,DNLI,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001708527,ELUTIA INC.,ELUT,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000939767,"EXELIXIS, INC.",EXEL,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0002010788,EXOZYMES INC.,EXOZ,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001650664,"Editas Medicine, Inc.",EDIT,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001861123,"Eikon Therapeutics, Inc.",EIKN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001035354,"Eloxx Pharmaceuticals, Inc.",ELOX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001638097,Entera Bio Ltd.,ENTX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001844417,"Estrella Immunopharma, Inc.",ESLA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001844417,"Estrella Immunopharma, Inc.",ESLAW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001828253,Evaxion A/S,EVAX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001434316,FATE THERAPEUTICS INC,FATE,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001211583,FENNEC PHARMACEUTICALS INC.,FENC,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000882095,"GILEAD SCIENCES, INC.",GILD,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001838716,Genenta Science S.p.A.,GNTA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001830214,"Ginkgo Bioworks Holdings, Inc.",DNA,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001907223,Greenland Mines Ltd,GRML,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001907223,Greenland Mines Ltd,GRMLW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001159036,"HALOZYME THERAPEUTICS, INC.",HALO,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0002114044,"Hemab Therapeutics Holdings, Inc.",COAG,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001818382,"Humacyte, Inc.",HUMA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001818382,"Humacyte, Inc.",HUMAW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001740279,"IN8BIO, INC.",INAB,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001567264,"INTENSITY THERAPEUTICS, INC.",INTS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001425205,"IOVANCE BIOTHERAPEUTICS, INC.",IOVA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001835579,"ImageneBio, Inc.",IMA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001809196,Immatics N.V.,IMTX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001326110,"ImmunityBio, Inc.",IBRX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001671927,Immunocore Holdings plc,IMCR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001764013,"Immunovant, Inc.",IMVT,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001750149,"Inhibikase Therapeutics, Inc.",IKT,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0002007919,"Inhibrx Biosciences, Inc.",INBX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001711754,"Inmune Bio, Inc.",INMB,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001598599,Innate Pharma SA,IPHA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001789769,"Instil Bio, Inc.",TIL,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001832038,"Invivyd, Inc.",IVVD,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001788028,"Jasper Therapeutics, Inc.",JSPR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001788028,"Jasper Therapeutics, Inc.",JSPRW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001754068,"Kalaris Therapeutics, Inc.",KLRS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001468748,Kodiak Sciences Inc.,KOD,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001711279,"Krystal Biotech, Inc.",KRYS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001815442,"Kymera Therapeutics, Inc.",KYMR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001994702,"Kyverna Therapeutics, Inc.",KYTX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001815776,"LENZ Therapeutics, Inc.",LENZ,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001620463,"LeonaBio, Inc.",LONA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001907108,"Lexeo Therapeutics, Inc.",LXEO,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001971387,"Liminatus Pharma, Inc.",LIMN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001971387,"Liminatus Pharma, Inc.",LIMNW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000876343,"Lineage Cell Therapeutics, Inc.",LCTX,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001345099,MESOBLAST LTD,MESO,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001745114,MOLECULAR PARTNERS AG,MOLN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001842295,"Maze Therapeutics, Inc.",MAZE,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001735438,MeiraGTx Holdings plc,MGTX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001785279,"Metagenomi Therapeutics, Inc.",MGX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001840229,"MiNK Therapeutics, Inc.",INKT,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001682852,"Moderna, Inc.",MRNA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001826457,"Monte Rosa Therapeutics, Inc.",GLUE,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000914475,NEUROCRINE BIOSCIENCES INC,NBIX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001000694,NOVAVAX INC,NVAX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001885522,"Neumora Therapeutics, Inc.",NMRA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001849296,OKYO Pharma Ltd,OKYO,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001372299,"Ocugen, Inc.",OCGN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001882782,"Odyssey Therapeutics, Inc.",ODTX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001649989,"Outlook Therapeutics, Inc.",OTLK,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001357459,"PALISADE BIO, INC.",PALI,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001357874,PRECISION BIOSCIENCES INC,DTIL,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001850270,PROKIDNEY CORP.,PROK,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001787297,"Passage BIO, Inc.",PASG,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001919246,Pelthos Therapeutics Inc.,PTHS,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001157075,"PharmaCyte Biotech, Inc.",PMCB,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001158780,Pluri Inc.,PLUR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001894562,"Prime Medicine, Inc.",PRME,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001006281,"Protalix BioTherapeutics, Inc.",PLX,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001359931,"Protara Therapeutics, Inc.",TARA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001015820,QIAGEN N.V.,QGEN,NYSE,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001662774,"Quince Therapeutics, Inc.",QNCX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001601830,"RECURSION PHARMACEUTICALS, INC.",RXRX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001590877,REGENXBIO Inc.,RGNX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0000730272,REPLIGEN CORP,RGEN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001812364,"Relay Therapeutics, Inc.",RLAY,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
