cik,company,ticker,exchange,sic,industry,hq_country,segment,naics
0001606757,"Kimball Electronics, Inc.",KE,Nasdaq,3672,Printed Circuit Boards,USA,public,
0001643303,Nano Dimension Ltd.,NNDM,Nasdaq,3672,Printed Circuit Boards,USA,public,
0000785786,PLEXUS CORP,PLXS,Nasdaq,3672,Printed Circuit Boards,USA,public,
0000897723,SANMINA CORP,SANM,Nasdaq,3672,Printed Circuit Boards,USA,public,
0001116942,TTM TECHNOLOGIES INC,TTMI,Nasdaq,3672,Printed Circuit Boards,USA,public,
0000751365,VIRCO MFG CORPORATION,VIRC,Nasdaq,2531,Public Bldg & Related Furniture,USA,public,
0001320854,"FreightCar America, Inc.",RAIL,Nasdaq,3743,Railroad Equipment,USA,public,
0000923120,GREENBRIER COMPANIES INC,GBX,NYSE,3743,Railroad Equipment,USA,public,
0001743905,Rail Vision Ltd.,RVSN,Nasdaq,3743,Railroad Equipment,USA,public,
0001743905,Rail Vision Ltd.,RVSNW,Nasdaq,3743,Railroad Equipment,USA,public,
0000099780,TRINITY INDUSTRIES INC,TRN,NYSE,3743,Railroad Equipment,USA,public,
0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB,NYSE,3743,Railroad Equipment,USA,public,
0000004281,Howmet Aerospace Inc.,HWM,NYSE,3350,Rolling Drawing & Extruding of  Nonferrous Metals,USA,public,
0000811596,KAISER ALUMINUM CORP,KALU,Nasdaq,3350,Rolling Drawing & Extruding of  Nonferrous Metals,USA,public,
0000089439,MUELLER INDUSTRIES INC,MLI,NYSE,3350,Rolling Drawing & Extruding of  Nonferrous Metals,USA,public,
0001423221,Quanex Building Products CORP,NX,NYSE,3350,Rolling Drawing & Extruding of  Nonferrous Metals,USA,public,
0000850429,TREDEGAR CORP,TG,NYSE,3350,Rolling Drawing & Extruding of  Nonferrous Metals,USA,public,
0000014177,BRIDGFORD FOODS CORP,BRID,Nasdaq,2013,Sausages & Other Prepared Meat Products,USA,public,
0001520358,"Mama's Creations, Inc.",MAMA,Nasdaq,2013,Sausages & Other Prepared Meat Products,USA,public,
0001999860,Wing Yip Food Holdings Group Ltd,WYHG,Nasdaq,2013,Sausages & Other Prepared Meat Products,USA,public,
0001621832,"Aqua Metals, Inc.",AQMS,Nasdaq,3341,Secondary Smelting & Refining of  Nonferrous Metals,USA,public,
0001563411,CONSTELLIUM SE,CSTM,NYSE,3341,Secondary Smelting & Refining of  Nonferrous Metals,,public,
0000002488,ADVANCED MICRO DEVICES INC,AMD,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000866291,"ALLEGRO MICROSYSTEMS, INC.",ALGM,Nasdaq,3674,Semiconductors & Related Devices,,public,
0001387467,ALPHA & OMEGA SEMICONDUCTOR Ltd,AOSL,Nasdaq,3674,Semiconductors & Related Devices,,public,
0001280263,AMBARELLA INC,AMBA,Nasdaq,3674,Semiconductors & Related Devices,,public,
0001047127,"AMKOR TECHNOLOGY, INC.",AMKR,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000006281,ANALOG DEVICES INC,ADI,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000006951,APPLIED MATERIALS INC /DE,AMAT,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001158114,"APPLIED OPTOELECTRONICS, INC.",AAOI,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001973239,ARM HOLDINGS PLC /UK,ARM,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001122411,"ASE Technology Holding Co., Ltd.",ASX,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001051627,AXT INC,AXTI,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001828805,"Aeluma, Inc.",ALMU,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001500412,"Ambiq Micro, Inc.",AMBQ,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001820721,"Array Technologies, Inc.",ARRY,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001667011,"Arteris, Inc.",AIP,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001350102,"Ascent Solar Technologies, Inc.",ASTI,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001736297,"Astera Labs, Inc.",ALAB,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001420520,Atomera Inc,ATOM,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001871638,"Blaize Holdings, Inc.",BZAI,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001871638,"Blaize Holdings, Inc.",BZAIW,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001730168,Broadcom Inc.,AVGO,Nasdaq,3674,Semiconductors & Related Devices,,public,
0001123134,CHIPMOS TECHNOLOGIES INC,IMOS,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000772406,"CIRRUS LOGIC, INC.",CRUS,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001375877,Canadian Solar Inc.,CSIQ,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0002021728,Cerebras Systems Inc.,CBRS,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001807794,Credo Technology Group Holding Ltd,CRDO,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001477641,DAQO NEW ENERGY CORP.,DQ,NYSE,3674,Semiconductors & Related Devices,USA,public,
0000029002,DIODES INC /DEL/,DIOD,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001438423,EVERSPIN TECHNOLOGIES INC.,MRAM,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001463101,"Enphase Energy, Inc.",ENPH,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001274494,"FIRST SOLAR, INC.",FSLR,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001039399,FORMFACTOR INC,FORM,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001828161,"FTC Solar, Inc.",FTCI,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001851961,"GCT Semiconductor Holding, Inc.",GCTS,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001851961,"GCT Semiconductor Holding, Inc.",GCTS-WT,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001709048,GLOBALFOUNDRIES Inc.,GFS,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001126741,GSI TECHNOLOGY INC,GSIT,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001342338,"Himax Technologies, Inc.",HIMX,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001652535,"ICHOR HOLDINGS, LTD.",ICHR,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000050863,INTEL CORP,INTC,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001111928,IPG PHOTONICS CORP,IPGP,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001507957,Ideal Power Inc.,IPWR,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001895597,Intchains Group Ltd,ICG,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001481513,"JinkoSolar Holding Co., Ltd.",JKS,NYSE,3674,Semiconductors & Related Devices,USA,public,
0000771266,KOPIN CORP,KOPN,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000056978,KULICKE & SOFFA INDUSTRIES INC,KLIC,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000855658,LATTICE SEMICONDUCTOR CORP,LSCC,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000889971,LIGHTPATH TECHNOLOGIES INC,LPTH,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001493594,"MACOM Technology Solutions Holdings, Inc.",MTSI,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001325702,MAGNACHIP SEMICONDUCTOR Corp,MX,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001288469,"MAXLINEAR, INC",MXL,Nasdaq,3674,Semiconductors & Related Devices,,public,
0000827054,MICROCHIP TECHNOLOGY INC,MCHP,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000827054,MICROCHIP TECHNOLOGY INC,MCHPP,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000723125,MICRON TECHNOLOGY INC,MU,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001855467,"MOBIX LABS, INC",MOBX,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001855467,"MOBIX LABS, INC",MOBXW,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001280452,MONOLITHIC POWER SYSTEMS INC,MPWR,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001835632,"Marvell Technology, Inc.",MRVL,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001124796,"NLIGHT, INC.",LASR,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000724910,NVE CORP /NEW/,NVEC,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001045810,NVIDIA CORP,NVDA,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001413447,NXP Semiconductors N.V.,NXPI,Nasdaq,3674,Semiconductors & Related Devices,,public,
0001872302,Nano Labs Ltd,NA,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001821769,Navitas Semiconductor Corp,NVTS,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001852131,Nextpower Inc.,NXT,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001097864,ON SEMICONDUCTOR CORP,ON,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001039065,OSI SYSTEMS INC,OSIS,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000810136,PHOTRONICS INC,PLAB,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001437424,POET TECHNOLOGIES INC.,POET,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000833640,POWER INTEGRATIONS INC,POWI,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001616533,"Penguin Solutions, Inc.",PENG,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000890394,Peraso Inc.,PRSO,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000882508,QUICKLOGIC Corp,QUIK,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0002058873,"Qnity Electronics, Inc.",Q,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001604778,"Qorvo, Inc.",QRVO,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000917273,RAMBUS INC,RMBS,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001951222,SEALSQ Corp,LAES,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000088941,SEMTECH CORP,SMTC,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001383395,SEQUANS COMMUNICATIONS,SQNS,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001038074,SILICON LABORATORIES INC.,SLAB,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001451809,SITIME Corp,SITM,Nasdaq,3674,Semiconductors & Related Devices,,public,
0000004127,"SKYWORKS SOLUTIONS, INC.",SWKS,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001419612,"SOLAREDGE TECHNOLOGIES, INC.",SEDG,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000932787,STMicroelectronics N.V.,STM,NYSE,3674,Semiconductors & Related Devices,USA,public,
0000817720,SYNAPTICS Inc,SYNA,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001333822,SemiLEDs Corp,LEDS,Nasdaq,3674,Semiconductors & Related Devices,,public,
0001831651,"Shoals Technologies Group, Inc.",SHLS,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001329394,Silicon Motion Technology CORP,SIMO,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001819974,"SkyWater Technology, Inc",SKYT,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001817760,"SmartKem, Inc.",SMTK,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001840416,Sono Group N.V.,SSM,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001291855,SuperCom Ltd,SPCB,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001992243,T1 Energy Inc.,TE,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001992243,T1 Energy Inc.,TE-WT,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,TSM,NYSE,3674,Semiconductors & Related Devices,,public,
0000097476,TEXAS INSTRUMENTS INC,TXN,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001855447,"TIGO ENERGY, INC.",TYGO,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000928876,TOWER SEMICONDUCTOR LTD,TSEM,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001985273,"TOYO Co., Ltd",TOYO,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001033767,UNITED MICROELECTRONICS CORP,UMC,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001275014,"Ultra Clean Holdings, Inc.",UCTT,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000912093,VIAVI SOLUTIONS INC.,VIAV,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0001863006,Valens Semiconductor Ltd.,VLN,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001863006,Valens Semiconductor Ltd.,VLN-WT,NYSE,3674,Semiconductors & Related Devices,USA,public,
0000895419,"WOLFSPEED, INC.",WOLF,NYSE,3674,Semiconductors & Related Devices,USA,public,
0001841925,"indie Semiconductor, Inc.",INDI,Nasdaq,3674,Semiconductors & Related Devices,USA,public,
0000040533,GENERAL DYNAMICS CORP,GD,NYSE,3730,Ship & Boat Building & Repairing,USA,public,
0001501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII,NYSE,3730,Ship & Boat Building & Repairing,USA,public,
0001590976,"MALIBU BOATS, INC.",MBUU,Nasdaq,3730,Ship & Boat Building & Repairing,USA,public,
0001638290,"MasterCraft Boat Holdings, Inc.",MCFT,Nasdaq,3730,Ship & Boat Building & Repairing,USA,public,
0002067767,NextBoat Inc.,NXB,NYSE,3730,Ship & Boat Building & Repairing,USA,public,
0001855509,"Twin Vee PowerCats, Co.",VEEE,Nasdaq,3730,Ship & Boat Building & Repairing,,public,
0001813783,Vision Marine Technologies Inc.,VMAR,Nasdaq,3730,Ship & Boat Building & Repairing,USA,public,
0000313927,CHURCH & DWIGHT CO INC /DE/,CHD,NYSE,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",USA,public,
0000031462,ECOLAB INC.,ECL,NYSE,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",USA,public,
0001787803,Meiwu Technology Co Ltd,WNW,Nasdaq,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",USA,public,
0000080424,PROCTER & GAMBLE Co,PG,NYSE,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",USA,public,
0001986247,"Park Ha Biological Technology Co., Ltd.",BYAH,Nasdaq,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",USA,public,
0000094049,STEPAN CO,SCL,NYSE,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",USA,public,
0000217410,UNILEVER PLC,UL,NYSE,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",,public,
0001680062,"ACM Research, Inc.",ACMR,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0000720500,AMTECH SYSTEMS INC,ASYS,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0000937966,ASML HOLDING NV,ASML,Nasdaq,3559,"Special Industry Machinery, NEC",,public,
0001113232,AXCELIS TECHNOLOGIES INC,ACLS,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0000933974,"Azenta, Inc.",AZTA,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0000766792,CVD EQUIPMENT CORP,CVV,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0001828962,"Cricut, Inc.",CRCT,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0001421517,"Energy Recovery, Inc.",ERII,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0000707549,LAM RESEARCH CORP,LRCX,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0000806172,SONO TEK CORP,SOTK,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0000732026,TRIO-TECH INTERNATIONAL,TRT,NYSE,3559,"Special Industry Machinery, NEC",USA,public,
0000103145,VEECO INSTRUMENTS INC,VECO,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0001825079,"Velo3D, Inc.",VELO,Nasdaq,3559,"Special Industry Machinery, NEC",USA,public,
0000021076,CLOROX CO /DE/,CLX,NYSE,2842,"Specialty Cleaning, Polishing and Sanitation Preparations",USA,public,
0001956741,"CleanCore Solutions, Inc.",ZONE,NYSE,2842,"Specialty Cleaning, Polishing and Sanitation Preparations",USA,public,
0001018963,ATI INC,ATI,NYSE,3317,Steel Pipe & Tubes,USA,public,
0001791725,"Huadi International Group Co., Ltd.",HUDI,Nasdaq,3317,Steel Pipe & Tubes,USA,public,
0001984124,Luda Technology Group Ltd,LUD,NYSE,3317,Steel Pipe & Tubes,,public,
0001001385,"NWPX Infrastructure, Inc.",NWPX,Nasdaq,3317,Steel Pipe & Tubes,USA,public,
0000039092,FRIEDMAN INDUSTRIES INC,FRD,Nasdaq,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",USA,public,
0001073404,GERDAU S.A.,GGB,NYSE,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",USA,public,
0000912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,Nasdaq,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",USA,public,
0000764401,INSTEEL INDUSTRIES INC,IIIN,NYSE,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",USA,public,
0001049659,NATIONAL STEEL CO,SID,NYSE,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",USA,public,
0000108516,"WORTHINGTON ENTERPRISES, INC.",WOR,NYSE,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",USA,public,
0001968487,"Worthington Steel, Inc.",WS,NYSE,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",USA,public,
0001860805,Algoma Steel Group Inc.,ASTL,Nasdaq,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",USA,public,
0001860805,Algoma Steel Group Inc.,ASTLW,Nasdaq,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",USA,public,
0001243429,ArcelorMittal,MT,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",,public,
0000017843,CARPENTER TECHNOLOGY CORP,CRS,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",USA,public,
0000022444,COMMERCIAL METALS Co,CMC,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",USA,public,
0000887153,"GRUPO SIMEC, S.A.B. de C.V.",SIM,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",,public,
0001598428,Metallus Inc.,MTUS,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",USA,public,
0000073309,NUCOR CORP,NUE,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",USA,public,
0000889132,POSCO HOLDINGS INC.,PKX,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",,public,
0001022671,STEEL DYNAMICS INC,STLD,Nasdaq,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",USA,public,
0001514705,"SunCoke Energy, Inc.",SXC,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",,public,
0001190723,TENARIS SA,TS,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",,public,
0000899751,TITAN INTERNATIONAL INC,TWI,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",USA,public,
0001342874,Ternium S.A.,TX,NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",USA,public,
0000047111,HERSHEY CO,HSY,NYSE,2060,Sugar & Confectionery Products,USA,public,
0001616262,"Rocky Mountain Chocolate Factory, Inc.",RMCF,Nasdaq,2060,Sugar & Confectionery Products,USA,public,
0000880117,SANFILIPPO JOHN B & SON INC,JBSS,Nasdaq,2060,Sugar & Confectionery Products,USA,public,
0000098677,TOOTSIE ROLL INDUSTRIES INC,TR,NYSE,2060,Sugar & Confectionery Products,USA,public,
0000100726,UNIFI INC,UFI,NYSE,2200,Textile Mill Products,USA,public,
0001589526,Blue Bird Corp,BLBD,Nasdaq,3713,Truck & Bus Bodies,,public,
0001584547,GREENPOWER MOTOR Co INC.,GP,Nasdaq,3713,Truck & Bus Bodies,USA,public,
0001759631,Hyliion Holdings Corp.,HYLN,NYSE,3713,Truck & Bus Bodies,USA,public,
0000924822,MILLER INDUSTRIES INC /TN/,MLR,NYSE,3713,Truck & Bus Bodies,USA,public,
0002000366,Scage Future,SCAG,Nasdaq,3713,Truck & Bus Bodies,USA,public,
0002000366,Scage Future,SCAGW,Nasdaq,3713,Truck & Bus Bodies,USA,public,
0000879526,WABASH NATIONAL Corp,WNC,NYSE,3715,Truck Trailers,USA,public,
0001687932,"J.Jill, Inc.",JILL,NYSE,2330,"Women's, Misses':  and Juniors Outerwear",USA,public,
0000010329,BASSETT FURNITURE INDUSTRIES INC,BSET,Nasdaq,2511,"Wood Household Furniture, (No Upholstered)",USA,public,
0000896156,ETHAN ALLEN INTERIORS INC,ETD,NYSE,2511,"Wood Household Furniture, (No Upholstered)",USA,public,
0001941365,"MasterBrand, Inc.",MBC,NYSE,2511,"Wood Household Furniture, (No Upholstered)",USA,public,
